54,2538082,鑫峰苑-闵行 新上架 电梯房 非一楼,鑫峰苑 ,颛桥闵行,http://sh.baletu.com/house/2538082.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=54,1200,合租,13,-,-,193,4.5,6261人评论,2019-10-28 发布
55,1228569,爱博二村-闵行 维修服务 新上架 电梯房 智能电表 非一楼,爱博二村 ,华漕闵行,http://sh.baletu.com/house/1228569.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=55,3700,合租,28,-,申滨路宁虹路,244,4.5,9892人评论,2019-10-28 发布
56,5560584,宝山艺康苑-宝山 近地铁 新上架 智能电表 非一楼 朝南,宝山艺康苑 ,共康宝山,http://sh.baletu.com/house/5560584.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=56,2600,合租,20,-,-,244,4.5,5493人评论,2019-10-28 发布
57,4813499,汇郡海棠苑（浦东）-浦东 新上架 电梯房 智能电表 非一楼,汇郡海棠苑（浦东） ,外高桥浦东,http://sh.baletu.com/house/4813499.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=57,1650,合租,16,6,-,1018,4.5,6607人评论,2019-10-28 发布
58,3418233,五洲云景花苑-松江 保洁服务 新上架 电梯房 非一楼 主卧,五洲云景花苑 ,九亭松江,http://sh.baletu.com/house/3418233.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=58,2400,合租,20,9,-,1695,4.5,9445人评论,2019-10-28 发布
59,1400765,二联馨苑-闵行 保洁服务 新上架 电梯房 非一楼 朝南,二联馨苑 ,华漕闵行,http://sh.baletu.com/house/1400765.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=59,2000,合租,15,2,-,1275,4.5,2452人评论,2019-10-28 发布
60,4015842,爱博一村-闵行 独卫 带阳台 新上架 电梯房 独立厨房 非一楼,爱博一村 3室1厅1卫,华漕闵行,http://sh.baletu.com/house/4015842.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=60,7480,整租,85,-,宁虹路申滨路,252,4.5,9892人评论,2019-10-28 发布
61,6149195,启民苑-松江 独卫 带阳台 保洁服务 新上架 智能电表,启民苑 ,九亭松江,http://sh.baletu.com/house/6149195.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=61,2000,合租,30,-,涞泾路涞亭南路,6,4.5,220人评论,2019-10-28 发布
62,5953025,爵士大厦（阜兴世纪公馆）-浦东 独卫 保洁服务 新上架 电梯房 智能电表 非一楼,爵士大厦（阜兴世纪公馆） ,潍坊浦东,http://sh.baletu.com/house/5953025.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=62,4800,合租,15,-,-,382,4.5,5165人评论,2019-10-28 发布
63,860515,招商海德名门（海笛路333弄）-宝山 近地铁 新上架,招商海德名门（海笛路333弄） ,杨行宝山,http://sh.baletu.com/house/860515.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=63,1150,合租,16,1,-,472,4.5,2938人评论,2019-10-28 发布
64,994988,远洋香奈（远洋悦庭）-宝山 近地铁 新上架 电梯房 非一楼 朝南,远洋香奈（远洋悦庭） ,杨行宝山,http://sh.baletu.com/house/994988.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=64,1250,合租,14,1,-,521,4.5,4375人评论,2019-10-28 发布
65,605232,永和阳光苑-宝山 近地铁 带阳台 新上架 非一楼,永和阳光苑 ,大华宝山,http://sh.baletu.com/house/605232.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=65,1300,合租,10,7,-,540,4.5,2319人评论,2019-10-28 发布
66,4804506,蓝天新村一村-松江 独卫 保洁服务 新上架 非一楼 主卧,蓝天新村一村 ,松江老城松江,http://sh.baletu.com/house/4804506.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=66,1750,合租,25,-,松东路荣乐路,200,4.5,857人评论,2019-10-28 发布
67,4881759,塘和家园海康苑-松江 新上架 电梯房 非一楼,塘和家园海康苑 ,泗泾松江,http://sh.baletu.com/house/4881759.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=67,1350,合租,13,9,-,1630,4.5,743人评论,2019-10-28 发布
68,6139381,良隆园-松江 新上架 非一楼,良隆园 ,九亭松江,http://sh.baletu.com/house/6139381.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=68,1700,合租,17,9,-,1419,4.5,9445人评论,2019-10-28 发布
69,3657357,金地玺华邨（金地自在城四期）-松江 新上架 电梯房 非一楼,金地玺华邨（金地自在城四期） ,泗泾松江,http://sh.baletu.com/house/3657357.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=69,1550,合租,10,9,-,1041,4.5,5402人评论,2019-10-28 发布
70,6143493,紫荆四村-嘉定 近地铁 新上架 非一楼,紫荆四村 ,安亭嘉定,http://sh.baletu.com/house/6143493.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=70,1280,合租,20,11,-,479,4.5,1205人评论,2019-10-28 发布
71,694916,小上海新城一期-浦东 独卫 新上架 电梯房 独立厨房 非一楼,小上海新城一期 2室1厅2卫,周浦浦东,http://sh.baletu.com/house/694916.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=71,4200,整租,86,-,川周公路文康路,209,4.5,831人评论,2019-10-28 发布
72,1038442,共富四村富成园-宝山 带阳台 维修服务 新上架 智能电表 非一楼 主卧 朝南,共富四村富成园 ,共富宝山,http://sh.baletu.com/house/1038442.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=72,1850,合租,20,1,-,1187,4.5,20475人评论,2019-10-28 发布
73,3218168,美罗家园罗贤苑-宝山 新上架 电梯房 智能电表 非一楼,美罗家园罗贤苑 ,罗店宝山,http://sh.baletu.com/house/3218168.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=73,1000,合租,12,7,-,764,4.5,2644人评论,2019-10-28 发布
74,3951149,玉峰花园-宝山 新上架 非一楼 主卧,玉峰花园 ,大华宝山,http://sh.baletu.com/house/3951149.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=74,2600,合租,25,7,-,705,4.5,739人评论,2019-10-28 发布
75,972706,锦秋花园三期-宝山 近地铁 独卫 新上架,锦秋花园三期 ,上大宝山,http://sh.baletu.com/house/972706.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=75,2580,合租,20,7,-,239,4.5,2732人评论,2019-10-28 发布
76,768588,莘城公寓-闵行 新上架,莘城公寓 ,莘庄闵行,http://sh.baletu.com/house/768588.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=76,1250,合租,16,1,-,919,4.5,5594人评论,2019-10-28 发布
77,335240,乾和园-宝山 新上架 非一楼,乾和园 ,大场宝山,http://sh.baletu.com/house/335240.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=77,1800,合租,25,7,-,1116,4.5,3165人评论,2019-10-28 发布
78,1118643,润江花苑-松江 新上架 电梯房,润江花苑 ,泗泾松江,http://sh.baletu.com/house/1118643.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=78,1600,合租,15,9,-,1127,4.5,924人评论,2019-10-28 发布
79,3696536,和欣国际花园-宝山 近地铁 新上架 电梯房 非一楼,和欣国际花园 ,共康宝山,http://sh.baletu.com/house/3696536.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=79,1900,合租,15,1,-,510,4.5,3786人评论,2019-10-28 发布
80,5814216,中环国际公寓3期-宝山 带阳台 新上架 电梯房 非一楼 主卧,中环国际公寓3期 ,通河宝山,http://sh.baletu.com/house/5814216.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=80,1900,合租,25,1,-,1451,4.5,3786人评论,2019-10-28 发布
81,1482508,爱博六村-闵行 独卫 新上架 电梯房 智能电表,爱博六村 ,华漕闵行,http://sh.baletu.com/house/1482508.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=81,1880,合租,22,-,申长北路北翟路,140,4.5,9892人评论,2019-10-28 发布
82,880422,共富三村富康园-宝山 新上架 智能电表 非一楼 朝南,共富三村富康园 ,共富宝山,http://sh.baletu.com/house/880422.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=82,1690,合租,20,1,-,1046,4.5,20475人评论,2019-10-28 发布
83,556906,东苑利景花苑（塞纳左岸）-闵行 近地铁 独卫 新上架 电梯房 非一楼,东苑利景花苑（塞纳左岸） ,莘庄闵行,http://sh.baletu.com/house/556906.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=83,2500,合租,22,1,-,526,4.5,5594人评论,2019-10-28 发布
84,5692317,振新佳苑-青浦 独卫 带阳台 维修服务 新上架 别墅改造 主卧,振新佳苑 ,徐泾青浦,http://sh.baletu.com/house/5692317.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=84,2100,合租,24,-,徐盈路菘泽大道,98,4.5,2452人评论,2019-10-28 发布
85,1215567,锦秋花园二期-宝山 近地铁 独卫 新上架 主卧,锦秋花园二期 ,上大宝山,http://sh.baletu.com/house/1215567.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=85,1780,合租,25,7,-,76,4.5,2732人评论,2019-10-28 发布
86,3150551,慧华东苑-宝山 独卫 新上架 非一楼 主卧 朝南,慧华东苑 ,大场宝山,http://sh.baletu.com/house/3150551.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=86,2880,合租,30,7,-,1130,4.5,3420人评论,2019-10-28 发布
87,6165284,大黄馨园-宝山 新上架 非一楼 朝南,大黄馨园 ,顾村宝山,http://sh.baletu.com/house/6165284.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=87,1500,合租,15,1,-,1276,4.5,2532人评论,2019-10-28 发布
88,5388677,锦秋花园八期-宝山 近地铁 独卫 新上架 朝南,锦秋花园八期 ,上大宝山,http://sh.baletu.com/house/5388677.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=88,3880,合租,50,7,-,457,4.5,3420人评论,2019-10-28 发布
89,485234,学林苑-宝山 新上架 非一楼 主卧 朝南,学林苑 ,上大宝山,http://sh.baletu.com/house/485234.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=89,2680,合租,20,7,-,872,4.5,2732人评论,2019-10-28 发布
90,3065768,锦秋花园十期-宝山 近地铁 独卫 新上架,锦秋花园十期 ,上大宝山,http://sh.baletu.com/house/3065768.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=90,2600,合租,26,7,-,622,4.5,3420人评论,2019-10-28 发布
91,3082112,皇朝新城-杨浦 近地铁 保洁服务 新上架 电梯房 智能电表 非一楼,皇朝新城 ,五角场杨浦,http://sh.baletu.com/house/3082112.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=91,2790,合租,25,10,-,693,4.5,20475人评论,2019-10-28 发布
92,3096304,锦秋花园一期-宝山 近地铁 独卫 带阳台 新上架 主卧 朝南,锦秋花园一期 ,上大宝山,http://sh.baletu.com/house/3096304.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=92,3590,合租,55,7,-,506,4.5,2732人评论,2019-10-28 发布
93,6047382,上海车市（沪南路4789弄）-浦东 独卫 保洁服务 新上架 电梯房 非一楼,上海车市（沪南路4789弄） ,航头浦东,http://sh.baletu.com/house/6047382.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=93,1000,合租,16,-,白墙,224,4.5,4720人评论,2019-10-28 发布
94,5901078,启民苑-松江 独卫 保洁服务 新上架 电梯房 非一楼,启民苑 ,九亭松江,http://sh.baletu.com/house/5901078.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=94,2200,合租,30,-,涞泾路涞亭南路,6,4.5,1247人评论,2019-10-28 发布
95,915884,良隆园-松江 新上架,良隆园 ,九亭松江,http://sh.baletu.com/house/915884.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=95,1100,合租,15,9,-,1419,4.5,5483人评论,2019-10-28 发布
96,16600,学林苑-宝山 独卫 带阳台 新上架 非一楼,学林苑 3室2厅2卫,上大宝山,http://sh.baletu.com/house/16600.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=96,7000,整租,120,-,-,1419,4.5,2732人评论,2019-10-28 发布
97,5845367,五浦汇B区崧子苑-青浦 新上架 电梯房 非一楼,五浦汇B区崧子苑 ,赵巷青浦,http://sh.baletu.com/house/5845367.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=97,1500,合租,20,-,崧子浦路赵屯浦路(东),92,4.5,924人评论,2019-10-28 发布
98,6135407,上海源花城-松江 独卫 新上架 智能电表 非一楼 主卧 朝南,上海源花城 ,九亭松江,http://sh.baletu.com/house/6135407.html?entrance=1&zhaofang_index_entrance=14&is_rec_house=0&position=98,2500,合租,25,-,-,92,4.5,6149人评论,2019-10-28 发布
